product_description,product_type,sentiment
&quot;Win free iPad 2 from webdoc.com #SXSW RT&quot;,9,2
"3/5 available for Android. &gt;&gt; 5 Absolute, Must-Have Apps to Rock #SXSW Interactive by @mention {link} via @mention",1,3
"Packing for #SXSW need a geek/batman like utility belt for my gadgets --iPhone, iPad, MBA, Apple TV, Overdrive Hotspot, Headphones etc.",9,2
#Apple said to open temporary store at #SXSW {link} via @mention,9,2
It's also on Android. :) RT @mention Foodspotting's hit iPhone app finds the foods you crave {link}  #cnnmoneysxsw #sxsw,9,3
"No surprise, consumerization of IT makes its way into conversation of cloud adoption - and Apple's UI influence on enterprise #cloud #sxsw",2,3
Pinoy insights at the SXSW Conf- the conf mobile and IPad app is great you can use this to even plan your day with friends #SXSW,7,3
"RT @mention 40% of google maps usage is mobile, 150M users using google maps mobile and users drive 128+ miles a year with Google maps navigation #sxsw",9,2
"Yeah I wasn't doing it, but I got couldn't resist. I am wearing blue jeans, black shirt, and sneakers standing in line for my new iPad #SXSW",9,3
"RT @mention Apparently, if you Google &quot;ad preferences&quot; and you'll see what Google thinks you'll like. #seenocreepy #sxsw #PNID",3,1
Google's JS implementation of PAC-Man's game logic is really cool to see-really neat that the original game code was recreated in JS #sxsw,3,3
Want! RT @mention Radioshack giving away portable iPhone and laptop chargers on 1st floor of acc. #sxsw,9,2
Get to the nav schemes I am done with the iPad shape lesson #sxsw,9,2
@mention I fully expect to be &quot;iPad shamed&quot; by all the 2's at #SXSW,6,3
Oh My God! RT @mention It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch {link},2,3
"RT @mention Apple fans. It looks like there will be a 3rd Apple store opening up in Austin for #SxSW if those are full, u can go2 1 of 4 in San Antonio.",2,3
Are you stuck inthat long a$$ line at the Apple store? Come check us out! We are in the next block across from Driskill! #Apple #SXSW  #WAM,9,2
RT @mention Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW,5,3
RT @mention don't forget! come to our Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking panel Mon 12:30pm at #sxsw {link},9,2
Does anyone know if the Apple popup store at #SXSW still has stock?,9,2
"#SxSW approaching &amp; so are our soft launch plans.#Android demo running,flyers printed and T-shirts packed for #Austin.",9,2
"This @mention article about #SXSW is so good I'm linking to it on an iPhone on a train, which is the opposite of easy: {link}",9,0
What's the best site for registering/viewing unofficial #SXSW events? Want to publicize this non-#SXSWi #archives event {link},9,2
RT @mention Hey #nerdbird crew - grab our app and snap some freak pics! {link} #SXSW,9,2
RT @mention Apple on Congress. Nice. RT @mention Apple set to open popup shop in core of SXSW action {link} #SXSW #Apple,2,3
Apple to open temporary store for #SXSW at 6th and Congress {link},9,2
"RT @mention Tim O'Reilly his Web 2.0 definition -firms tht survived built value frm consumer-generated data. eBay,Amazon,Google. #sxsw",9,2
"RT @mention    Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw #twnp #socmedia",9,2
Should I even bother buying a month's worth of 3G for my iPad for my #sxsw trip?  Everywhere I'll be will probably have free WiFi.,9,2
"Tonight, @mention is checking out The Kills and @mention is checking out the GSD&amp;M/Google party. Come say hi. #sxsw #sxswi #music",9,2
#SXSW #Google Saving Drivers Time and Fuel {link} #seo #sem #googlemaps #mobile #topnews,3,3
"New batch of iPad 2's just delivered #sxsw #ipad2 @mention Apple Store, SXSW {link} #photo",9,2
"&quot;Your Mom Has an iPad: Designing for Boomers&quot; is full house. Where is #RebelTV spirit?
{link} #SXSW",9,2
RT@mention Crowley and Cashmore think iPad 2 is a minor step up. Tell that to the people standing in line at #SXSW Apple pop-up store,6,3
"money, money, money ....#Apple heads to #SXSW, sets up temporary store in Austin {link} via @mention",9,2
I'm unique at #SXSW because I'm the only one w/ an iPhone 3GS. All the others followers have the iPhone 4. #winning,9,2
"1/4 of the people in line for the iP*d 2 #SXSW (@mention Apple Store, SXSW) {link}",9,2
"Another POV from #SXSW: &quot;The Future of Reading Online Is Customization &amp; Sharing, Not Tablets (Yet)&quot; | Fast Company - {link}",9,2
Win an #OpenBeta6 iPad @mention this #sxsw panel {link}  today @mention 11! #usguys cc @mention  #DgtlTribe #sxswbuffalo,9,2
I threw this together to keep on my iPad to attempt to keep up with all the after hours stuff this weekend. #sxsw  {link},6,3
RT @mention CrisisCommons: Monitoring and Collection of Datasets  - call for volunteers issued - {link} #sxsw #JapanQuake,9,2
FOUND iPHONE: Ballroom D just now. Volunteer at door has it. #sxsw #sxswi,9,2
"Google Art Project - like street view, except in art museums around the world. Incl. 7 BILLION pixel image of Starry Night. Dang! #sxsw",5,3
ÛÏ@mention Find out if you are stupid with our Stupid Game for you #iPad currently on special #sxsw sale! {link},9,2
Guy Kawasaki &quot;I believe in God because there is no other explanation for the continuous survival of Apple over the years.&quot;. LOL #SXSW,2,1
Hey @mention got invited to a new group at #SXSW and your Android app keeps crashing when I try to join! WTF? #sxswfail,1,1
RT @mention Look for me at sxsw. I'm the bearded guy in plaid on an iPhone.  #sxsw  #nfusion,9,2
"Also, @mention and @mention will be in Austin at #SXSW this weekend. Feel free to ping them if you want to talk iPad.",9,2
Today I waited in line to buy the iPad 2 from the #sxsw pop-up store. And then I roamed Austin for hours without getting mugged. #superlucky,9,2
"{link} - SSxSW Showcasing Artists Torrent. 1300 songs for 2011, preview at {link} #fb #sxsw #npr",9,2
"@mention I just mean the percentage of iOS vs Android vs Blackberry, etc. #SXSW / @mention",9,2
"FRIENDS: What's going on at #sxsw today? Share photos, video with @mention {link} or through CNN iPhone app!",9,2
"Got in the Google party not before being interviewed by Twit TV, finally ran into @mention #sxsw",9,3
"Location wars are heating up in Austin. Google Latitude launching Check-in offers, &quot;mayorships&quot;, ... {link} #SXSW",9,2
"Apple likes it when you pay them. As long as the gadget will be liked by many, this closed system will work. #pnid #sxsw",9,2
Google Circles.. 10x for sharing ÛÏ@mention RT @mention Google to Launch Major New Social Network {link} #sxswÛ,9,2
RT @mention Panel just got my head out of my iPad by saying &quot;{link} out loud. #newsapps #sxsw,6,3
We can't wait to give an iPad to someone at #sxsw. Want in? Just head to www.pep.jobs/upc to enter. (must be present to win),6,2
"Free #SXSW streams/downloads via new free Winamp app in Android market, direct link to app download in market {link}",1,3
RT @mention Notetaking bingo. Will they pull out an iPad 2 or a moleskin? #SXSW,9,2
32gb black at&amp;t in stock!! Yes!! #SXSW #iPad2 #Austin #apple,6,3
"RT @mention Zazzle is officially at #SXSW! Come by the @mention Grille, mention #zazzlsxsw and youÛªll get to make your own iPhone case!",8,3
"Comprando mi iPad 2 en el #SXSW (@mention Apple Store, SXSW w/ 62 others) {link}",9,0
@mention so then you price discriminate against Android users? and YOU contacted ME! #doingsocialmediawrong #sxsw,9,2
Apple to Test Pop-Up iPad Shop at SXSW {link} via @mention #SXSW,9,2
Crowley says no hard feelings towards Google after Dodgeball experience. Says they would be good partner. #SXSW #checkins,3,3
"Just launched the pop-up Apple Store at #SXSW. It's our &quot;vintage&quot; store format: Mostly iPods and snarky employees. Ah, the good old days.",2,1
See? So big my links smooshed. Here's Google Realtime for #SXSW {link},9,2
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw {link}",9,2
At #sxsw ? Join us and @mention for a drink (or 2) at Fado on 4th at 7pm. {link},9,2
"RT @mention 
  
The iPad 2 Takes Over #SXSW {link}",6,3
Yai!!! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},8,3
@mention åÈ RT UberSoc: New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},9,2
@mention you could win a #sony Xperia play before you can buy it later today at #SXSW details here #android,9,2
At Gingerman. There's a gent in a kilt playing with an iPad. #NNNNEEERRRRDDDDSSS #sxsw,9,2
The dailies on iPad are going to evolve...they're still impossible to download (20 MB and up downloads) #sxsw,9,1
The line around the Austin Apple pop-up store? Unbelievable. #SXSW #technology #junkies,9,2
"RT @mention #SXSW gear bag: iPad 2, iPhone, Mophie. Traveling light this year! {link}",9,2
"ÛÏ@mention If I show up at #sxsw with my 1st gen iPad, will they still let me in the door?Û ( Too funny Tim!! )",9,2
After a week of #sxsw I have total iPad envy.  :)   #fb,6,3
RT @mention Cameron Sinclair Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone  {link} #sxsw4jp #archforhumanity,9,2
Complete Android Guide (print) on sale at #sxsw bookstore today: $15. Include 99-cent upgrade to 2.4/3.0-ready ebook. Signing at 4:30!,9,2
The Apple store in austin and 100 people taking a pic of it. #ipad2 #sxsw {link},2,3
OK visiting that! @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},9,2
RT @mention Follow our #SXSW coverage at {link} on mobile at {link} or with our iPhone app http://bit.ly/guardianapp,9,2
"Texas has been amazing I've met so many influential people that work at twitter, foursquare, Microsoft and even Apple.  #SXSW #Winning",9,2
No from hotpot RT @mention Google Places with Hotpot personalized &quot;friend&quot; recommendations are pulled from... Facebook??? #SXSW,9,2
At #SXSW? Get the SoundCloud iPhone app {link} and start recording. Use 4sq geotagging to be on the map: {link},9,2
"Still a big line outside of Apple's pop-up shop, 3 days after iPad's debut. #sxsw",9,2
RT @mention In line at the temp apple store at #sxsw!! Gotto get the #iPad2 !!,6,3
"I'm bummed that I missed the Team Android party at #SXSW... Oh well, CTIA is right around the corner... Boom, roasted...",9,0
"RT @mention Google to Launch New Social Network Called Circles, Possibly Today {link} {link} #SXSW #sxswi",9,2
@mention  - Great weather to greet you for #sxsw! Still need a sweater at night..Apple putting up &quot;flash store&quot; downtown to sell iPad2,2,3
Won 2nd place in Fandango karaoke. 1st prize was 1 yr Fandango tkts - useless in Canada. 2nd prize *is* more useful: an iPad! #sxsw,6,3
Cpmpetition and difference of prespective #sxsw #google #microsoft {link},9,2
"gd idea RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",9,2
"Watch out FB 4 big brother RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",9,2
"Surrounded by tats, piercings, live music, gadgets galore -- yep,  hipster heaven! #Google, #gsdm #welivehere #wepartyhere #sxsw",9,2
"RT @mention  In our studies players tell us, &quot;Petting my iPhone makes me happy.&quot; #tapworthy #sxsw",8,3
RT @mention . @mention double fisting at the keynote #sxsw #apple {link},9,2
Good place to test it. Will it be edgy enough? @mention Q2 - Google's check in offers? Testing at #sxsw {link} #smccolumbus,9,0
RT @mention Want to win a ticket (1) to the #SXSW party? Rules are simple! {link} | Android Unite - Android News To The Masses #Android,9,2
ipad is a slow resting heartrate  #tapworthy #sxsw #gsdm about leisure vs quick results on iphone,9,0
Fear not! Now extended through Wed! --&gt; RT @mention RT @mention Last day for Apple popup is Sunday 3/13 #SXSW #AppleATXdt,2,3
"If anyone thinks I'm going to be walking around at #sxsw with an old and inferior iPad 1 once the iPad 2 is released, well, they are wrong!",6,3
"RT @mention ÛÏ@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.Û",3,3
It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} via @mention,9,2
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW,9,2
RT @mention &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; #sxsw #pseudoretweet,2,3
Platform for Concertgoers Launches Android App in Time for SXSW - {link} #sxsw,9,2
"Groupon is the darling child of #SXSW - Google, Facebook, Loopt, SCVNGR all want a piece. {link} Is imitation still flattery?",9,2
@mention That RT makes me want 1) an iPhone (to use Uppward) 2) a tshirt (clever design!) 3) to be at #SXSW. Jerk.,8,3
"HootSuite blog ÛÒ Social Media Dashboard åÈ HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",9,2
@mention nice vid on ipad 2 from #sxsw. Hope it was @mention behind the camera! {link},6,3
RT @mention Download @mention new Austin iPhone app for free during SXSW {link} (thanks for the tip @mention #sxsw,7,3
I'm listening to 'Get By' by Talib Kweli via the Discovr app on my iPhone while I'm on a plane to #sxsw. Love Gogo.  {link},7,3
#cloud #sxsw keep personal stuff on corp iPad - that way people will take care of the asset,9,2
@mention haha for which? The iPhone or #sxsw?,9,2
The volume is overwhelming but the market will self-police. That's why users picked Google over Bing.  #curatedebate #SXSW,3,3
"Tim OReilly: Saying that the value what made Web 2.0 is large databases of user contribution. Google, Craigs List, Amazon...#sxsw.",9,2
RT @mention Just bought the last iPad 2 3G 64MB at the Apple pop-up store at #SxSW {link} &lt;-- lucky you!,6,3
Z6: No News is Good News {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zlf,9,2
#sxsw #sxprotect  {link} is the Google Doc to get all the relevant links from this panel,5,3
"Epicurious, flipboard, CNN, wired, and MOMA as examples of good iPad design #SXSW  {link}",7,3
&amp; What happened? :) RT @mention @mention putting a gun 2 @mention head.Give me your iPhone! #SXSW {link},9,2
#SXSW #personalcloud Google 'create great design principles' for great tips,9,3
RT @mention #hashable is rocking @mention #SXSW the new &quot;cloud&quot; of Business Cards. No for #iPhone and #Android too,9,2
The #apple store popped up at #sxsw with a huge crowd waiting for the geek dreams to come true.  {link},2,3
"Google doodle is kind of social agenda, reminding us of facts and events that belong to all of us. #sxsw #googledoodle",5,3
Google using Starry Night to demo their streetview-like art project. It's like they're inside my brain. #sxsw,5,3
Mashable! - The iPad 2 Takes Over SXSW [VIDEO] #ipad #sxsw #gadgets {link},9,2
RT @mention A #browserwars panel without Apple is like a #sxsw without parties.,2,3
RT @mention Trying the Steve Wozniak drink free thanks to Google #H4ckers #SXSW   @mention Speakeasy {link},3,3
"RT @mention Tweet to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass&quot;",9,2
#bettersearch #sxsw Does Google weight Hotpot reviews heavier than other review sites when collecting data for local search results?,9,2
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW",9,2
"Check out Poked, Liked &amp; Re-Tweeted: A Google Love Story at SXSW.
{link} #SXSW #sxsw15 #sxswiC",9,2
Going to listen to former @mention coworker speak about his &quot;trip&quot; to Mars with NASA then iPad time! #sxsw,9,2
RT @mention #sxsw #lost #reward 4 finding an #iPhone 4G (black case) in the back of Austin Yellow #Cab - dropped off @mention 3:30 today - call 512-457-8800,9,2
"Stopping in for a quick iPhone charge
{link} #SXSW #Macallan",9,2
"If someone in Austin will let me borrow their iPhone charger for a short time, I will heart you for a long time. #sxsw",9,2
Dang it. I've touched an iPad 2. I WANT!  *sigh* #SXSW,6,3
Google engineer said..for search personalizing experience not scary..but making it relevant for people. #sxsw #mktgmoment,9,2
Excited to meet the @mention team on the way to the apple store. Go download their app if you're in #sxsw!  {link},7,3
@mention Only Google's disavowal of its planned launch at #sxsw.,3,2
"RT @mention left my WHITE iPhone 4G in a cab in Austin at #SXSW Internet, please help.",9,2
RT @mention Google's Cutts says reputation and topicality are the 2 keys that matter in site rankings. #qagb #sxsw,9,2
I must be the only one at #sxsw without an iPad2. Someone needs to make a case that makes my original iPad look like a new 2nd gen.,6,3
Strange to think that last year there was no iPad and the IE9 preview was just released. #sxsw,9,2
Curious. Why was Google surprised by the usage of the delete button in the Gmail mobile app? #sxswdad #sxsw,9,2
RT @mention Ne sapete qualcosa? ÛÏ@mention Google to Launch Major New Social Network Called Circles {link} #sxswÛ,9,2
@mention are you in Texas? HOW IS IT?  #Apple #SXSW,9,2
#virtualwallet #sxsw #paypal we get physical goods cut #apple gets their 30% on software and virtual goods,9,2
"What happens at the google party, doesn't stay at the google party.... It's waiting in your inbox when you wakeup #sxsw",9,2
Woke up sandwiched between my iPhone and iPad. I forgot how much #SXSW was like geek spring break,9,2
@mention has his face as his iPad 2 background image. !!! #sxsw  {link},9,2
"Backpacking #SXSW today, we'll see what kind of conversations my Google Cr-48 brings.",9,2
"Watching a guy simultaneously use a laptop and an iPad. The Force is strong with this one, mmm. #sxsw",6,3
10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},9,2
"2 iPad 2's acquired. In line at 9:30a, store opened at 10. Had iPads within 20 min. Not bad. Way to go Apple #SXSW team!!",2,3
÷¼ ????????? ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,9,2
"Taking in Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",9,2
"By my rough calculation, the beard to iPad ratio at SxSW is 1:1. #sxsw",9,2
Talk by @mention beginning now. First met her in summer of '99 when she started at @mention Always enjoy seeing her speak. #sxsw,9,2
"RT @mention Diller on Google TV: &quot;The first product wasn't good. It wasn't a consumer product, basically.&quot; #sxsw #diller",5,1
And bring your laptop/iPad! RT @mention You should go to/ participate in this today; {link} #sxsw,9,2
RT @mention RT @mention Come check out @mention iPad App demos at #ARM's #SXSWparty on Mon! {link} #SXSW #SXSW2011,9,2
Almost convinced it's time for an iphone courtesy of being only one w/a blackberry in Austin  #sxsw,9,3
RT @mention This is a #WINNING picture #android #google #sxsw {link},9,2
"RT @mention Out of a room of 50+ people, only 1 other person than I makes accessible apps...And he works for Google Android #SXSW #donline",9,2
We're excited to be at #sxsw and giddy to announce that Music WithMe for Android is now available in Android Market. {link},1,3
"iPhone, BlackBerry &amp; Android HootSuite App Updated for #SXSW - {link} via HootSuite",9,2
"Checking out Poked, Liked &amp; Re-Tweeted: A Google Love Story at SXSW.  #SXSW #sxsw15 #sxswiC",9,2
"Report from @mention that Google may announce #Circles, a new group-aware social network at #SXSW tonight - {link}",9,2
This marks the third time someone had asked me to watch their iPad at #SxSW while they hit the restroomi. Guess I look trustworhy.,9,2
Marissa Mayer of Google speaking at #SXSW mobile phone usage of google maps surpassed online use in the past couple months,5,3
The &quot;pop up&quot; Apple Store is packed! #sxsw,2,3
There at not even words for how much the wireless at #SXSW sucks.  Thank goodness for my iPhone.,8,3
"Apps distract pubs, sez Khoi Vinh. Instead of focusing on reader exp, they're delivering same content 3 ways. #SXSW  {link}",9,1
.@mention imagines a future where Google asks you &quot;Why do you want to know that?&quot; when you search. #sxsw #smscifi,9,2
When is someone going to ask why Bing is copying Google's search results? #qagb #SXSW #SEO,9,2
@mention Question of the day: Is &quot;Google Circles&quot; the newest social network on the horizon? #SXSW,9,2
"RT @mention MyPOV: Winner: popup Apple Store, Chevy Cruze  Losers: Investors propping up frothy startups w/ no enterprise strategy. #sxsw",2,3
Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW,9,2
Saw a bunch of security guards playing with iPads at the apple store after hours last night #sxsw {link},9,0
"Nice. RT @mention Hey, Apple fans! Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link}",2,3
Microsoft is going to launch IE9 at #SXSW. Amid all those glowing Apple logos. #classicaudiencemisread,9,2
At the sony area at buffalo billards tweeting from a google tv. #sxsw,9,2
want an ipad 2? here is your chance: Apple opening up a temporary store for #SXSW {link}  via @mention,9,2
Deleting the #sxsw iPhone app!  {link},7,1
RT @mention Can't wait to see the internet implode in Austin on Friday when everyone stops all normal activity to order an iPad 2 #sxsw,6,3
Ellen Page appearance reduced to @mention iphone call. Hearts. Broken. #sxsw #super,9,2
Adobe has developed an engine to essentially convert SWF files to jQuery/HTML5.  So existing flash files can be portable on your ipad. #sxsw,9,2
RT @mention SXSW 2011: Novelty of iPad news apps fades fast among digital delegates {link} #SXSW,7,1
"SXSW iPhone app is awesome, but iPad app crashes every time. #sxsw",7,1
Seeing Google Impact Dashboard panel at #sxsw but I want more tech details. View source.,9,2
"Dealing w/ @mention white freeze screen far too much, while at #SXSW everyone has an iPhone...making conversion a possibility #Efficient",8,3
I7: Releasing the Demons {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zomb,9,2
"So @mention claims Android phones were everywhere at last year's #SXSW. Dude, the iOS to Android ratio is like 15-to-1. iPhone 4 is everywhere",8,3
Just bumped into @mention here in Austin for SXSWi and Accelerater  {link}  #tech #SXSW,9,2
RT @mention The @mention iPhone app is unreal. Just clicked on the location of #LeanStartup &amp; had a person there tell me there are still seats. #sxsw,7,3
"Getting ready for Your Mom Has An IPad: Designing For Boomers.
{link} #SXSW",9,2
"RT @mention Who said IPAD photos? Apple Store, #SXSW @mention @mention @mention @lepanele
{link}",9,2
Hilarious. RT @mention Look for me at sxsw. I'm the bearded guy in plaid on an iPhone.  #sxsw,9,2
@mention you give away that iPad yet.... ? #sxsw,9,2
"yes, i hate the fanboys. still valid tho- to those that waited for the iPad2 instead of enjoying #sxsw: {link} via @mention",9,2
"Google Hotpot at #sxsw - instant rating &amp; review via Places, social sharing, etc. Yelp killer?",9,2
"RT @mention Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi",3,3
Anyone down at #SXSW wanna bring me back a Windows Foam 7? {link} #microsoft,9,2
"Ok, so it's come to building custom MAPS on Google Maps for each night of #SxSW to organize party itineraries. #Productive.",9,2
"FoursquareÛªs Extra Special: A Revamped, Fully Automated Merchant Platform {link} #DennisCrowley #iPhone #SXSW",9,2
Could Google just buy #4sq? ?  ThatÛªs one way we could work together says @mention Our APIs are another. #checkins #sxsw,9,2
"BEST SWAG EVER. Thanks @mention My charging iPhone thanks you, too. #SXSW {link}",8,3
&quot;Google Tests ÛÏ#Checkin #OffersÛ At #SXSW&quot; @mention {link} S.a. {link} #coupons #4sq,9,2
"RT @mention Line for Source Code is even longer than for iPad 2. Take that, Apple. #sxsw",2,1
Tired of waiting in line @mention stores? Best buy in Austin announces ipad2 on sale today. #sxswinfo #sxsw,9,2
"1st session, Designing iPad Interfaces {link} #SXSW #UXDes",9,2
RT @mention Going to #SXSW? Come by the @mention onsulting booth for chance to win an iPad 2! &lt;&amp; stimulating conversation no doubt!,9,2
#SXSW: Apple doing 'i' business at key music event {link} (via @mention,9,2
"RT @mention Giving away an #iPad at #SXSW for all you mappers out there. Entry is amazingly easy, here are details: {link}",6,3
RT @mention iPhone autocorrects &quot;sxsw&quot; to &quot;scar&quot; -- foreshadowing? #sxsw,9,2
Austin. ÛÏ@mention Just witnessed a homeless guy giving detailed ipad 2 inventory info to a passerby at the Austin popup store. #SXSWÛ,9,2
Mayer admits that Google needs to &quot;consolidate&quot; some of its products ÛÒ namely Latitude and Hotpot ÛÒ into &quot;features of products&quot; #sxsw,9,2
Had some great conversations at the UX meet-up and iPhone dev meet-up this afternoon. Onto the Phoenix for happy hour. #sxsw,9,2
"The kid ducked, exposing a 4chan4eva tattoo on the small of his back. The iPad flew right over him. #sxsw",9,2
"About to watch &quot;Something Ventured&quot;, a documentary about the entrepreneurs behind Apple, Intel, Cisco &amp; Atari. Filmakers in attendence #SXSW",9,2
RT @mention RT @mention Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking - my #SXSW session this Mon 12:30pm {link},9,2
Debating on visiting the Apple pop-up store... #byebyemoney #sxsw,9,2
Text &quot;SXSW&quot; to 24587 for chance to win iPad! Drawing 3/17 at Friends #SXSW. Must be present to win! See ya there! {link},9,2
#SXSW a tougher crowd than Colin Quinn RT @mention Hey Marissa Mayer Please tell us something new Not about products Google launched months ago,3,1
Popup Apple Store crew has been giving out water to the people in line but they are in street clothes. No Apple logos anywhere yet. #SXSW,9,2
RT @mention Following the Bing/Google SEO session #qagb at #SXSW and my buddy @mention #seo,9,2
My people listening to #google #sxsw @mention  {link},9,2
"Headed to my sole #sxsw event, the ACLU dotRights/Google party",3,2
#bettercloud #SXSW presenter &amp; Austin native John Wiley happens to be chief engineer behind Google search,9,2
I'll bet there's a lot of nerds at #SXSW using the #iPhone Light Saber app in barroom brawls instead of their fists.,9,0
RT @mention Looks like this was a fun session at #SXSW: &quot;Mistakes Made Building Nextflix for iPhone&quot;: {link},7,3
"If you're coming to #SXSW be sure to download the SXSW Go app, it has all the schedules and locations of the events. {link}",7,3
Come see something new about Google SketchUp Pro at #SXSW {link} via @mention Google SketchUp Blog,9,2
So went to the Apple Store (Kingston) as friends at #sxsw have new iPad's ... so got something to cheer myself up :) {link},6,3
Google Circles NOT being launched @mention #SXSW Interactive today {link} #bummer,9,2
wow!! much hirer than I expected RT @mention 40% of google maps use is mobile #sxsw,3,3
#sxsw #ux #ipad #uxdes remember to ultimately be aware of the audience your app is targeted towards. An unexpected experience can be good.,9,2
Is Marissa@mention #SXSW wearing a Missoni top????,9,2
#SXSW at The Apple popup store in Austin (see Map) waiting for ipad2 Who wants me to buy one for him? @mention @mention @mention ?,9,2
Yet the #SXSW #iPad Pop-up store was flawless. RT @mention Apple iPad 2 Launch: Poor Planning On AppleÛªs Part {link},2,1
Watch this @mention #sxsw {link},9,2
Lightbox Photos Wants To Be Your New Android Camera App {link} #SXSW,1,3
"RT @mention Are you going to be at #SXSW and wish you could purchase an iPad 2?

Not to worry! - {link} 

Well played Apple. Well played.",6,3
iPad 2 will be taking over #SXSW. I'm prepared for this to be the most fun weekend of my career.,6,3
#iPad2 takes over #sxsw. The line was already halfway down the block around noon. Craziness (via @mention  {link},6,3
Farmers like Blackberry smart phones because iPhone's &quot;don't last long on the farm&quot;. #mobilefarm #sxsw,8,1
#sxsw five faces buried in iphone social apps while standing at a bar...yet having a great time.  I wouldn't believe it if I hadnt lived it.,9,2
Why the shout-out to Ukraine? {link} @mention @mention HTML validation needed for ranking? {link}  #sxsw,9,2
Tuh @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by {link},9,2
#casualeducationgames #sxsw proposal to download an update to your textbook - more good news for apple,9,2
New at #sxsw film this year: folks sitting in line reading scripts on their #ipad,9,2
"Tip for conference goers everywhere: bring iPad, leave laptop at hotel. I've had no battery and a sore shoulder all week! #sxsw",6,3
Almost had the worst #sxsw FAIL... Left my iPhone on the kitchen counter. Realized it after 5 min of driving to the airport...,9,2
"&quot;This year's attendance exceeds last year's 13,000, the Apple pop-up store is 'flooded ...&quot; {link} via @mention #sxsw",9,2
"google is interested in location based tech for indoor venues - businesses, convention centers etc.  Tech needs to improve first.  #sxsw",3,1
Domo iPhone &amp; Android App: Share with Facebook Strangers {link} via @mention #DOMO #SXSW,7,3
"#sxsw: #15slides: Gruber: keeps on desk Apple Extended Keyboard 2 (discontinued in 1991, $169). Loud. But feels like he writes better.",9,3
"#Sxsw You are attending SXSW? report what you see with your Android phone, get Bannka app.",9,2
Desperately need a charging station! Any spots out there for a dying iPhone? #SXSW,9,2
Apple employees just showed up in force to the #SXSW PopUp Apple Store. #iPad2,9,3
I have my golden tickets f 4sq party Day after the real party #Redbullbpm with Felix da Housecat playing on iPad! #SXSW  {link},9,3
RT @mention Australian business &amp; not-for-profits may be interested in these SEO insights from Google &amp; Bing at #sxsw {link} #digibiz,9,2
FilmasterÛªs iPhone app is Foursquare for cinemagoers {link} #API #GetGlue #iPhone #SXSW,9,2
A delightful reprieve from #sxsw I spot something plugged in. Not an ipad. A flat iron. Bless you lady friend. Bless you.,9,2
"What is google circles?? ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",9,2
LaunchRock is launching an iPad in the sky 4 grabs @mention #SXSW! Click 2 find the location! #launch {link} via @mention,9,2
"speaking of #sxsw,  almost done w/this MASSIVE schedule.  anyone going next wk, check it! {link}",9,2
I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,7,3
#playhopskoch is in the apple app store (as well as the android market) getting ready to rock #sxsw,7,3
RT @mention If I were at #SXSW I could spend it all at the @mention Teaching Theater alone; just look at that schedule: {link},9,2
RT @mention best thing abt @mention for #SXSW?  great food &amp; drink w/patio &amp; plenty of free parking | 5-10 min N of &quot;the mess&quot; {link},9,2
